Fecha de creacion;Estado;Ubicacion;Origen;Modelo;Precio de la publicacion;Precio de la reserva;Gastos administrativo;Seguro base;Seguro Contra Terceros;Seguro Premium;Precio final;Pago seña;Pendiente Por Cobrar;Check-in;Check-out;Dias de Alquiler;Pago de garantia;Monto de la garantia;Provincia;Marca
2024-12-23 17:19:34.464604;CANCELADA;Holiday Inn Buenos Aires Ezeiza Airport, an IHG Hotel, Autopista Riccheri, Buenos Aires Province, Argentina;APP;VITO  119 TOURER 7+1;120000;480000;40800;22000;0;36000;608800;0;0;30/12/24 12:18;3/1/25 12:18;4;NO;400000;Buenos Aires;Mercedes
2024-12-23 19:38:13.328587;CANCELADA;Ciudad Autónoma de Buenos Aires, Argentina;APP;208;47000;500000;42500;55000;0;0;597500;0;0;27/12/24 19:36;6/1/25 19:36;10;NO;400000;Buenos Aires;Peugeot
2024-12-24 10:00:24.399841;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;APP;Sandero;49000;98000;8330;11000;0;18000;135330;0;0;24/12/24 12:00;26/12/24 12:00;2;NO;400000;Buenos Aires;Renault
2024-12-24 10:21:35.630502;CANCELADA;Rafaela 4788, Buenos Aires, Argentina;APP;Sandero;60000;120000;10200;11000;10000;0;151200;0;0;24/12/24 10:21;26/12/24 10:21;2;NO;400000;Buenos Aires;Renault
2024-12-24 10:22:15.852256;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;APP;Sandero;49000;98000;8330;11000;10000;0;127330;0;0;24/12/24 10:21;26/12/24 10:21;2;NO;400000;Buenos Aires;Renault
2024-12-24 10:28:37.745933;CANCELADA;San Isidro, Buenos Aires, Argentina;APP;Kwid;45000;270000;22950;33000;0;0;325950;0;0;29/12/24 10:27;3/1/25 20:00;6;NO;400000;Buenos Aires;Renault
2024-12-24 10:29:39.519156;CANCELADA;Longchamps, Buenos Aires Province, Argentina;APP;Etios;50000;100000;8500;11000;10000;0;129500;0;0;24/12/24 10:29;26/12/24 10:29;2;NO;400000;Buenos Aires;Toyota
2024-12-24 10:31:23.013125;CANCELADA;Morelos 532, CABA, Buenos Aires, Argentina;APP;Kicks;70000;140000;11900;11000;10000;0;172900;0;0;24/12/24 10:31;26/12/24 10:31;2;NO;400000;Buenos Aires;Nissan
2024-12-24 11:22:53.351007;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;APP;Sandero;49000;147000;12495;16500;0;0;175995;0;0;24/12/24 11:22;27/12/24 11:22;3;NO;400000;Buenos Aires;Renault
2024-12-24 11:48:47.996207;CANCELADA;Ciudad Autónoma de Buenos Aires, Argentina;APP;208;47000;292000;24820;33000;0;0;349820;0;0;29/12/24 10:00;3/1/25 20:00;6;NO;400000;Buenos Aires;Peugeot
2024-12-24 11:51:47.534888;CANCELADA;Ciudad Autónoma de Buenos Aires, Argentina;APP;208;47000;240000;20400;27500;0;0;287900;0;0;29/12/24 11:51;3/1/25 11:51;5;NO;400000;Buenos Aires;Peugeot
2024-12-24 11:53:53.602690;CANCELADA;Costa Rica 3966, Buenos Aires, Argentina;APP;Kwid;50000;300000;25500;33000;0;0;358500;0;0;29/12/24 10:00;3/1/25 20:00;6;NO;400000;Buenos Aires;Renault
2024-12-24 12:19:29.612480;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;APP;Sandero;49000;98000;8330;11000;0;18000;135330;0;0;24/12/24 14:00;26/12/24 12:00;2;NO;400000;Buenos Aires;Renault
2024-12-24 12:22:18.444352;CANCELADA;Avenida Hipólito Yrigoyen 2359, Buenos Aires, Argentina;APP;Logan;50000;300000;25500;33000;0;0;358500;0;0;29/12/24 10:00;3/1/25 20:00;6;NO;400000;Buenos Aires;Renault
2024-12-24 12:45:05.422551;CANCELADA;20 de Febrero 698, San Carlos de Bariloche, Río Negro Province, Argentina;;Cronos  1.3;60000;600000;51000;55000;0;0;760250;0;0;29/12/24 14:00;8/1/25 14:00;10;NO;400000;Río Negro;Fiat
2024-12-24 13:32:53.427072;COMPLETADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;;Siena;65000;390000;33150;33000;30000;0;486150;0;0;2/1/25 14:00;8/1/25 14:00;6;SI;400000;Buenos Aires;Fiat
2024-12-24 14:02:30.204322;CANCELADA;Costa Rica 3966, Buenos Aires, Argentina;APP;mobi;41500;41500;3528;5500;5000;0;55528;0;0;24/12/24 18:00;25/12/24 18:00;1;NO;400000;Buenos Aires;Fiat
2024-12-24 14:07:13.918422;COMPLETADA;20 de Febrero 698, San Carlos de Bariloche, Río Negro Province, Argentina;;Cronos  1.3;60000;600000;51000;55000;0;0;760250;0;0;29/12/24 14:00;8/1/25 14:00;10;SI;400000;Río Negro;Fiat
2024-12-24 16:50:51.262496;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;WEB;Cronos  1.3;75000;150000;12750;11000;0;0;173750;0;0;24/12/24 18:00;26/12/24 16:46;2;NO;400000;Buenos Aires;Fiat
2024-12-25 13:28:58.040350;CANCELADA;Costa Rica 3966, Buenos Aires, Argentina;APP;QQ 1.0 CONFORT SECURITY;45000;270000;22950;33000;0;0;325950;0;0;29/12/24 9:00;3/1/25 20:00;6;NO;400000;Buenos Aires;Chery
2024-12-25 14:09:59.502855;CANCELADA;Avenida Hipólito Yrigoyen 2359, Buenos Aires, Argentina;APP;Logan;50000;350000;29750;38500;0;0;418250;0;0;28/12/24 9:00;3/1/25 20:00;7;NO;400000;Buenos Aires;Renault
2024-12-25 16:57:26.493021;CANCELADA;La Boca, Buenos Aires, Argentina;APP;Corolla;65000;130000;11050;11000;10000;0;162050;0;0;31/12/24 17:30;2/1/25 17:30;2;NO;400000;Buenos Aires;Toyota
2024-12-25 16:59:59.507208;CANCELADA;La Boca, Buenos Aires, Argentina;WEB;Corolla;65000;260000;22100;22000;0;36000;340100;0;0;30/12/24 8:00;2/1/25 23:00;4;NO;400000;Buenos Aires;Toyota
2024-12-25 17:05:41.461415;CANCELADA;Costa Rica 3966, Buenos Aires, Argentina;WEB;208;60000;240000;20400;22000;0;36000;318400;0;0;30/12/24 8:00;2/1/25 23:00;4;NO;400000;Buenos Aires;Peugeot
2024-12-26 08:06:17.703087;CANCELADA;Mar del Plata, Buenos Aires Province, Argentina;WEB;ECO SPORT 1.5  S L/13;48000;342000;29070;38500;0;0;409570;0;0;7/1/25 14:00;14/1/25 14:00;7;NO;400000;Buenos Aires;Ford
2024-12-26 08:50:41.574685;CANCELADA;Rosario, Santa Fe Province, Argentina;WEB;Cronos  1.3;75000;1125000;95625;82500;0;135000;1438125;0;0;1/1/25 9:00;15/1/25 17:30;15;NO;400000;Santa Fe;Fiat
2024-12-26 09:14:13.418558;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;APP;Sandero;49000;343000;29155;38500;0;63000;473655;0;0;31/1/25 9:13;7/2/25 9:13;7;NO;400000;Buenos Aires;Renault
2024-12-26 09:45:26.495976;CANCELADA;Mar del Plata, Buenos Aires Province, Argentina;WEB;ECO SPORT 1.5  S L/13;48000;342000;29070;38500;0;0;409570;0;0;7/1/25 14:00;14/1/25 14:00;7;NO;400000;Buenos Aires;Ford
2024-12-26 10:30:37.037762;CANCELADA;Bariloche, Río Negro Province, Argentina;WEB;Cronos  1.3;45000;555000;47175;66000;0;0;668175;0;0;7/1/25 8:00;19/1/25 8:00;12;NO;400000;Río Negro;Fiat
2024-12-26 12:37:33.892478;CANCELADA;Costa Rica 3966, Buenos Aires, Argentina;;Palio;55000;110000;9350;11000;0;0;130350;0;0;26/12/24 13:00;28/12/24 13:00;2;NO;400000;Buenos Aires;Fiat
2024-12-26 13:00:59.697966;CANCELADA;Longchamps, Buenos Aires Province, Argentina;WEB;Etios;50000;100000;8500;11000;0;18000;137500;0;0;31/12/24 9:30;2/1/25 4:30;2;NO;400000;Buenos Aires;Toyota
2024-12-26 13:01:12.494156;COMPLETADA;Costa Rica 3966, Buenos Aires, Argentina;;mobi;50000;250000;21250;27500;0;29500;357750;0;0;30/12/24 9:00;4/1/25 9:00;5;SI;400000;Buenos Aires;Fiat
2024-12-26 14:44:53.811009;COMPLETADA;Rivadavia 745, Cañuelas, Buenos Aires Province, Argentina;;Onix;60000;300000;25500;27500;0;0;353000;0;0;29/12/24 10:00;3/1/25 10:00;5;SI;400000;Buenos Aires;Chevrolet
2024-12-26 15:32:20.739266;CANCELADA;Avenida Hipólito Yrigoyen 2359, Buenos Aires, Argentina;APP;Logan;50000;100000;8500;11000;0;0;119500;0;0;27/12/24 21:00;29/12/24 21:00;2;NO;400000;Buenos Aires;Renault
2024-12-26 15:34:23.873553;CANCELADA;Longchamps, Buenos Aires Province, Argentina;APP;Etios;50000;50000;4250;5500;0;9000;68750;0;0;28/12/24 8:30;29/12/24 8:30;1;NO;400000;Buenos Aires;Toyota
2024-12-26 16:15:54.133217;CANCELADA;Calle 417 1251, Juan María Gutiérrez, Berazategui, Buenos Aires Province, Argentina;APP;408 1.6 HDI ALLURE;60000;120000;10200;11000;0;0;141200;0;0;31/12/24 16:15;2/1/25 16:15;2;NO;400000;Buenos Aires;Peugeot
2024-12-26 16:18:34.078049;CANCELADA;Vicente López, Buenos Aires Province, Argentina;APP;CERATO  2.0 SX 5 PTAS AUT;50000;100000;8500;11000;0;0;119500;0;0;31/12/24 9:00;2/1/25 9:00;2;NO;400000;Buenos Aires;Kia
2024-12-26 16:20:15.300198;CANCELADA;Ituzaingó, Buenos Aires Province, Argentina;APP;Fiesta;45000;90000;7650;11000;0;0;108650;0;0;31/12/24 18:19;2/1/25 18:19;2;NO;400000;Buenos Aires;Ford
2024-12-26 16:34:18.572224;COMPLETADA;Puerto Madero, Buenos Aires, Argentina;;2008 1.6 FELINE TIPTRONIC L/19;75000;225000;19125;16500;15000;0;275625;0;0;30/12/24 19:00;2/1/25 19:00;3;SI;400000;Buenos Aires;Peugeot
2024-12-26 16:37:04.405780;COMPLETADA;Puerto Madero, Buenos Aires, Argentina;;2008 1.6 FELINE TIPTRONIC L/19;75000;225000;19125;16500;0;0;260625;0;0;27/12/24 10:00;30/12/24 10:00;3;SI;400000;Buenos Aires;Peugeot
2024-12-26 16:56:51.216464;COMPLETADA;Costa Rica 3966, Buenos Aires, Argentina;;Palio;50000;350000;29750;38500;0;0;376000;0;0;27/12/24 14:00;3/1/25 14:00;7;SI;400000;Buenos Aires;Fiat
2024-12-26 17:18:57.908236;CANCELADA;Luján de Cuyo, Mendoza, Argentina;APP;Fiesta;27000;192000;16320;38500;0;0;246820;0;0;27/12/24 9:00;2/1/25 20:00;7;NO;400000;Mendoza;Ford
2024-12-26 17:22:47.798909;CANCELADA;Ciudad Autónoma de Buenos Aires, Argentina;APP;208;47000;104000;8840;11000;0;0;123840;0;0;27/12/24 21:00;29/12/24 21:00;2;NO;400000;Buenos Aires;Peugeot
2024-12-26 17:23:47.007164;COMPLETADA;Costa Rica 3966, Buenos Aires, Argentina;;Palio;50000;350000;29750;38500;0;0;459550;0;0;4/1/25 12:00;11/1/25 12:00;7;SI;400000;Buenos Aires;Fiat
2024-12-26 17:48:51.970876;CANCELADA;Lago del Monte 4388, Luján de Cuyo, Mendoza Province, Argentina;APP;ka;32000;224000;19040;38500;0;0;281540;0;0;27/12/24 9:00;2/1/25 20:00;7;NO;400000;Mendoza;Ford
2024-12-26 18:00:48.312468;CANCELADA;Resistencia, Chaco Province, Argentina;APP;YARIS;58000;464000;39440;44000;0;0;547440;0;0;26/12/24 19:00;3/1/25 17:59;8;NO;400000;Chaco;Toyota
2024-12-26 18:02:16.840532;CANCELADA;Mendoza, Capital Department, Mendoza Province, Argentina;APP;208;32000;201000;17085;33000;0;54000;305085;0;0;27/12/24 18:02;2/1/25 18:02;6;NO;400000;Mendoza;Peugeot
2024-12-26 19:45:07.723337;CANCELADA;Núñez, CABA, Buenos Aires, Argentina;APP;Cronos  1.3;60000;435000;36975;38500;0;63000;573475;0;0;3/1/25 19:43;10/1/25 19:43;7;NO;400000;Buenos Aires;Fiat
2024-12-26 21:30:03.622086;COMPLETADA;Virrey del Pino 4130, Buenos Aires, Argentina;;208;70000;655000;55675;49500;0;72000;821325;0;0;27/12/24 10:00;4/1/25 18:00;9;SI;600000;Buenos Aires;Peugeot
2024-12-26 22:51:11.350014;CANCELADA;Belgrano, Buenos Aires, Argentina;APP;Corolla;70000;140000;11900;11000;0;0;162900;0;0;31/12/24 8:00;2/1/25 8:00;2;NO;400000;Buenos Aires;Toyota
2024-12-26 22:53:32.317358;CANCELADA;AJC, Porvenir 3625, Santos Lugares, Buenos Aires Province, Argentina;APP;Corolla;65000;130000;11050;11000;0;0;152050;0;0;31/12/24 9:00;2/1/25 9:00;2;NO;400000;Buenos Aires;Toyota
2024-12-27 02:01:22.148622;CANCELADA;Ciudad Autónoma de Buenos Aires, Argentina;APP;208;47000;240000;20400;27500;0;45000;332900;0;0;30/12/24 2:00;4/1/25 2:00;5;NO;400000;Buenos Aires;Peugeot
2024-12-27 02:23:17.263242;COMPLETADA;Aeropuerto Santiago del Estero / Vcom. Angel de la Paz Aragonés (SDE - SANE), Honduras, Santiago del Estero, Santiago del Estero Province, Argentina;WEB;Palio;55000;110000;9350;11000;0;0;195525;0;0;30/12/24 22:30;2/1/25 9:00;3;SI;400000;Santiago del Estero;Fiat
2024-12-27 02:57:16.351921;CANCELADA;Longchamps, Buenos Aires Province, Argentina;APP;Etios;50000;150000;12750;16500;0;0;179250;0;0;27/12/24 2:56;30/12/24 2:56;3;NO;400000;Buenos Aires;Toyota
2024-12-27 06:40:25.124363;CANCELADA;Avenida Hipólito Yrigoyen 2359, Buenos Aires, Argentina;APP;Logan;50000;350000;29750;38500;0;63000;481250;0;0;3/1/25 6:39;10/1/25 6:39;7;NO;400000;Buenos Aires;Renault
2024-12-27 07:18:11.602250;CANCELADA;Avenida Hipólito Yrigoyen 2359, Buenos Aires, Argentina;WEB;Logan;50000;50000;4250;5500;0;0;59750;0;0;31/12/24 8:30;1/1/25 8:30;1;NO;400000;Buenos Aires;Renault
2024-12-27 07:33:15.792401;CANCELADA;Ciudad Autónoma de Buenos Aires, Argentina;WEB;208;47000;240000;20400;27500;0;0;287900;0;0;29/12/24 12:00;3/1/25 8:30;5;NO;400000;Buenos Aires;Peugeot
2024-12-27 09:28:53.324142;CANCELADA;Luján de Cuyo, Mendoza, Argentina;APP;Fiesta;27000;84000;7140;16500;0;0;107640;0;0;27/12/24 9:27;30/12/24 9:27;3;NO;400000;Mendoza;Ford
2024-12-27 11:27:52.094403;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;APP;Sandero;49000;392000;33320;44000;0;72000;541320;0;0;28/12/24 21:00;5/1/25 21:00;8;NO;400000;Buenos Aires;Renault
2024-12-27 11:30:29.696824;CANCELADA;San Isidro, Buenos Aires, Argentina;APP;Kwid;45000;360000;30600;44000;0;72000;506600;0;0;28/12/24 21:00;5/1/25 21:00;8;NO;400000;Buenos Aires;Renault
2024-12-27 12:14:15.608518;CANCELADA;Vicente López, Buenos Aires Province, Argentina;APP;HILUX L/21 2.4 DC 4X2 TDI DX;100984;403936;34335;22000;0;36000;526271;0;0;30/12/24 12:13;3/1/25 12:13;4;NO;400000;Buenos Aires;Toyota
2024-12-27 12:16:51.873557;CANCELADA;CABA, Buenos Aires, Argentina;APP;Duster;60000;240000;20400;22000;0;36000;348400;0;0;30/12/24 12:16;3/1/25 12:16;4;NO;400000;Buenos Aires;Renault
2024-12-27 12:21:50.347998;COMPLETADA;Costa Rica 3966, Buenos Aires, Argentina;;Gol;45000;315000;0;38500;0;41300;459550;0;0;27/12/24 13:00;3/1/25 13:00;7;SI;400000;Buenos Aires;Volkswagen
2024-12-27 12:28:24.078337;COMPLETADA;Costa Rica 3966, Buenos Aires, Argentina;;Gol;45000;315000;0;38500;0;0;459550;0;0;4/1/25 12:00;11/1/25 12:00;7;SI;400000;Buenos Aires;Volkswagen
2024-12-27 12:50:16.207658;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;WEB;Sandero;49000;245000;20825;27500;0;45000;338325;0;0;28/12/24 20:19;2/1/25 20:19;5;NO;400000;Buenos Aires;Renault
2024-12-27 15:43:52.786868;CANCELADA;Vicente López, Buenos Aires Province, Argentina;APP;CERATO  2.0 SX 5 PTAS AUT;50000;250000;21250;27500;0;0;298750;0;0;30/12/24 15:43;4/1/25 15:43;5;NO;400000;Buenos Aires;Kia
2024-12-27 15:51:53.593510;COMPLETADA;Pedro Monti 1756, Ingeniero Adolfo Sourdeaux, Buenos Aires Province, Argentina;;Cronos  1.3;60000;320000;27200;27500;0;7800;382500;0;0;28/12/24 9:00;5/1/25 9:00;5;SI;400000;Buenos Aires;Fiat
2024-12-27 15:54:32.283766;CANCELADA;Ituzaingó, Buenos Aires Province, Argentina;APP;Fiesta;45000;225000;19125;27500;0;0;271625;0;0;30/12/24 15:53;4/1/25 15:53;5;NO;400000;Buenos Aires;Ford
2024-12-27 15:59:57.838208;CANCELADA;Núñez, CABA, Buenos Aires, Argentina;APP;Cronos  1.3;60000;300000;25500;27500;0;0;353000;0;0;30/12/24 15:59;4/1/25 15:59;5;NO;400000;Buenos Aires;Fiat
2024-12-27 16:22:04.070188;CANCELADA;Ciudad Autónoma de Buenos Aires, Argentina;APP;208;47000;94000;7990;11000;0;0;112990;0;0;31/12/24 16:20;2/1/25 16:20;2;NO;400000;Buenos Aires;Peugeot
2024-12-27 17:27:54.694841;CANCELADA;Avenida de los Pioneros 100, San Carlos de Bariloche, Río Negro Province, Argentina;APP;up!;40000;290000;24650;38500;0;0;353150;0;0;27/12/24 18:27;3/1/25 18:27;7;NO;400000;Río Negro;Volkswagen
2024-12-27 17:33:42.789272;CANCELADA;Malvinas 102, Paraná, Entre Ríos Province, Argentina;APP;Logan;70000;140000;11900;11000;0;18000;180900;0;0;31/12/24 10:30;2/1/25 10:30;2;NO;400000;Entre Ríos;Renault
2024-12-27 18:15:16.768850;CANCELADA;Bolivia 260, Rosario, Santa Fe Province, Argentina;WEB;PARTNER 1.6  CONFORT;70000;140000;11900;11000;0;0;162900;0;0;31/12/24 15:00;1/1/25 17:00;2;NO;400000;Santa Fe;Peugeot
2024-12-27 19:37:00.438193;CANCELADA;Ciudad Autónoma de Buenos Aires, Argentina;APP;208;47000;94000;7990;11000;0;0;112990;0;0;31/12/24 8:30;2/1/25 8:30;2;NO;400000;Buenos Aires;Peugeot
2024-12-27 19:40:31.826111;CANCELADA;Palermo, Buenos Aires, Argentina;APP;Gol Trend;65000;130000;11050;11000;0;0;152050;0;0;31/12/24 8:30;2/1/25 8:30;2;NO;400000;Buenos Aires;Volkswagen
2024-12-27 19:46:20.814189;CANCELADA;Palermo, Buenos Aires, Argentina;APP;Vento;70000;210000;17850;16500;0;0;244350;0;0;30/12/24 19:45;2/1/25 19:45;3;NO;400000;Buenos Aires;Volkswagen
2024-12-27 19:49:52.164527;CANCELADA;Belgrano, Buenos Aires, Argentina;APP;Corolla;70000;210000;17850;16500;0;0;244350;0;0;30/12/24 19:49;2/1/25 19:49;3;NO;400000;Buenos Aires;Toyota
2024-12-27 19:51:59.345973;CANCELADA;Costa Rica 3966, Buenos Aires, Argentina;APP;mobi;41500;124500;10582;16500;0;0;151582;0;0;30/12/24 19:51;2/1/25 19:51;3;NO;400000;Buenos Aires;Fiat
2024-12-27 20:01:13.417421;CANCELADA;Costa Rica 3966, Buenos Aires, Argentina;WEB;mobi;41500;41500;3528;5500;0;0;50528;0;0;28/12/24 13:00;29/12/24 13:00;1;NO;400000;Buenos Aires;Fiat
2024-12-27 20:40:28.946246;CANCELADA;Aeropuerto Córdoba / Ing. Aer. Ambrosio Taravella (CBA - SACO - COR), Avenida La Voz del Interior, Córdoba, Córdoba Province, Argentina;WEB;Cronos  1.3;59800;119600;10166;11000;0;18000;158766;0;0;29/12/24 7:30;30/12/24 18:00;2;NO;400000;Córdoba;Fiat
2024-12-27 20:57:36.975127;CANCELADA;San Isidro, Buenos Aires, Argentina;APP;Kwid;45000;180000;15300;22000;0;36000;283300;0;0;28/12/24 20:55;1/1/25 20:55;4;NO;400000;Buenos Aires;Renault
2024-12-27 21:08:25.055480;CANCELADA;Longchamps, Buenos Aires Province, Argentina;WEB;Etios;50000;200000;17000;22000;0;0;239000;0;0;31/12/24 10:00;4/1/25 10:00;4;NO;400000;Buenos Aires;Toyota
2024-12-27 21:10:10.108915;CANCELADA;Longchamps, Buenos Aires Province, Argentina;WEB;Etios;50000;150000;12750;16500;0;27000;206250;0;0;31/12/24 10:00;3/1/25 10:00;3;NO;400000;Buenos Aires;Toyota
2024-12-27 21:15:01.452038;CANCELADA;San Isidro, Buenos Aires, Argentina;APP;Kwid;45000;360000;30600;44000;0;72000;506600;0;0;5/1/25 21:12;13/1/25 21:12;8;NO;400000;Buenos Aires;Renault
2024-12-27 21:19:48.710611;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;WEB;Sandero;49000;196000;16660;22000;0;0;234660;0;0;31/12/24 10:00;4/1/25 10:00;4;NO;400000;Buenos Aires;Renault
2024-12-27 23:45:47.765354;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;WEB;Sandero;49000;588000;49980;66000;0;0;703980;0;0;31/12/24 23:40;12/1/25 23:40;12;NO;400000;Buenos Aires;Renault
2024-12-28 00:00:43.042753;CANCELADA;Costa Rica 3966, Buenos Aires, Argentina;APP;QQ 1.0 CONFORT SECURITY;45000;135000;11475;16500;0;0;177975;0;0;27/12/24 0:00;30/12/24 0:00;3;NO;400000;Buenos Aires;Chery
2024-12-28 03:38:28.264584;CANCELADA;Martínez, San Isidro, Buenos Aires Province, Argentina;APP;208;55000;220000;18700;22000;0;0;260700;0;0;28/12/24 10:00;1/1/25 10:00;4;NO;400000;Buenos Aires;Peugeot
2024-12-28 07:00:33.283401;CANCELADA;Costa Rica 3966, Buenos Aires, Argentina;APP;mobi;41500;41500;3528;5500;0;0;50528;0;0;31/12/24 19:00;1/1/25 19:00;1;NO;400000;Buenos Aires;Fiat
2024-12-28 08:06:21.232686;CANCELADA;Luján de Cuyo, Mendoza, Argentina;APP;Fiesta;27000;164000;13940;33000;0;54000;264940;0;0;28/12/24 12:00;2/1/25 18:30;6;NO;400000;Mendoza;Ford
2024-12-28 10:41:12.324594;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;APP;Sandero;49000;196000;16660;22000;0;36000;300660;0;0;30/12/24 14:00;3/1/25 14:00;4;NO;400000;Buenos Aires;Renault
2024-12-28 10:48:52.298849;CANCELADA;Avenida Hipólito Yrigoyen 2359, Buenos Aires, Argentina;APP;Logan;50000;200000;17000;22000;0;0;254000;0;0;28/12/24 12:00;1/1/25 5:00;4;NO;400000;Buenos Aires;Renault
2024-12-28 12:30:10.508624;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;WEB;Sandero;49000;49000;4165;5500;0;9000;67665;0;0;28/12/24 12:28;29/12/24 12:28;1;NO;400000;Buenos Aires;Renault
2024-12-28 13:06:56.929662;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;APP;Sandero;49000;196000;16660;22000;0;0;249660;0;0;28/12/24 15:01;1/1/25 5:06;4;NO;400000;Buenos Aires;Renault
2024-12-28 13:26:45.774608;CANCELADA;Aeropuerto Córdoba / Ing. Aer. Ambrosio Taravella (CBA - SACO - COR), Avenida La Voz del Interior, Córdoba, Córdoba Province, Argentina;APP;Onix;59800;119600;10166;11000;0;18000;188766;0;0;29/12/24 7:30;30/12/24 19:30;2;NO;400000;Córdoba;Chevrolet
2024-12-28 13:38:41.202036;CANCELADA;Bariloche, Río Negro Province, Argentina;APP;Cronos  1.3;45000;276000;23460;33000;0;0;332460;0;0;28/12/24 13:38;3/1/25 13:38;6;NO;400000;Río Negro;Fiat
2024-12-28 13:41:48.276208;CANCELADA;Avenida Padre Antonio María Claret & Boulevard de los Alemanes, Córdoba, Córdoba Province, Argentina;WEB;Gol Trend;45000;90000;7650;11000;0;0;108650;0;0;31/12/24 12:00;2/1/25 12:00;2;NO;400000;Córdoba;Volkswagen
2024-12-28 13:46:59.511683;CANCELADA;Núñez, CABA, Buenos Aires, Argentina;APP;Cronos  1.3;60000;240000;20400;22000;0;36000;333400;0;0;30/12/24 14:00;3/1/25 14:00;4;NO;400000;Buenos Aires;Fiat
2024-12-28 13:49:47.359479;CANCELADA;Holiday Inn Buenos Aires Ezeiza Airport, an IHG Hotel, Autopista Riccheri, Buenos Aires Province, Argentina;APP;VITO  119 TOURER 7+1;120000;720000;61200;33000;0;54000;868200;0;0;27/2/25 13:48;5/3/25 13:48;6;NO;400000;Buenos Aires;Mercedes
2024-12-28 14:09:33.889891;CANCELADA;Núñez, CABA, Buenos Aires, Argentina;APP;Cronos  1.3;60000;240000;20400;22000;0;36000;333400;0;0;30/12/24 14:08;3/1/25 14:08;4;NO;400000;Buenos Aires;Fiat
2024-12-28 14:11:06.787051;CANCELADA;Soler 4445, Buenos Aires, Argentina;APP;Cronos  1.3;66400;265600;22576;22000;0;36000;346176;0;0;30/12/24 14:10;3/1/25 14:10;4;NO;400000;Buenos Aires;Fiat
2024-12-28 14:12:36.673400;CANCELADA;Mar del Plata, Buenos Aires Province, Argentina;APP;T-CROSS 1.6 TRENDLINE;85000;85000;7225;5500;0;9000;106725;0;0;31/12/24 14:09;1/1/25 14:09;1;NO;400000;Buenos Aires;Volkswagen
2024-12-28 14:26:37.032978;CANCELADA;Martínez, San Isidro, Buenos Aires Province, Argentina;WEB;208;55000;165000;14025;16500;0;0;195525;0;0;28/12/24 14:26;31/12/24 14:26;3;NO;400000;Buenos Aires;Peugeot
2024-12-28 15:12:09.895390;CANCELADA;Martínez, San Isidro, Buenos Aires Province, Argentina;APP;208;55000;330000;28050;33000;0;54000;445050;0;0;17/2/25 15:08;23/2/25 15:08;6;NO;400000;Buenos Aires;Peugeot
2024-12-28 15:34:42.923796;CANCELADA;Mendoza, Capital Department, Mendoza Province, Argentina;APP;208;32000;262000;22270;44000;0;0;343270;0;0;7/1/25 11:00;14/1/25 19:30;8;NO;400000;Mendoza;Peugeot
2024-12-28 16:19:46.138549;CANCELADA;Costa Rica 3966, ADB, Buenos Aires, Argentina;APP;Sandero;49000;441000;37485;49500;0;0;527985;0;0;9/1/25 16:16;17/1/25 21:00;9;NO;400000;Buenos Aires;Renault
2024-12-28 17:36:57.543370;CANCELADA;Buenos Aires;APP;Prisma 1.4 LT;60000;240000;20400;22000;0;36000;318400;0;0;30/12/24 14:00;3/1/25 12:30;4;NO;400000;Buenos Aires;Chevrolet
2024-12-28 17:48:43.734972;CANCELADA;Avenida Hipólito Yrigoyen 2359, Buenos Aires, Argentina;APP;Logan;50000;200000;17000;22000;0;36000;275000;0;0;30/12/24 14:00;3/1/25 12:30;4;NO;400000;Buenos Aires;Renault
2024-12-28 18:43:46.305531;CANCELADA;Ecuador 266, Concordia, Entre Ríos Province, Argentina;WEB;Amarok;100000;100000;8500;5500;0;9000;123000;0;0;28/12/24 19:00;29/12/24 19:00;1;NO;400000;Entre Ríos;Volkswagen
2024-12-28 19:36:35.144547;CANCELADA;Morelos 532, CABA, Buenos Aires, Argentina;APP;Kicks;70000;490000;41650;38500;0;63000;633150;0;0;28/12/24 19:36;4/1/25 19:36;7;NO;400000;Buenos Aires;Nissan
2024-12-28 21:30:29.002057;CANCELADA;Belgrano, Buenos Aires, Argentina;APP;Corolla;70000;500000;42500;38500;0;63000;644000;0;0;28/12/24 21:29;4/1/25 21:29;7;NO;400000;Buenos Aires;Toyota
